EXP_no,Treatment1,Treatment2,Sample_Name,Experiment_Day,O2,DIC,DI_13C,ALK,temp_out,pressure_out,pH_out,H_out,fCO2_out,pCO2_out,HCO3,CO3,CO2,B_Alk,OH-out,P_Alk,Si_Alk,Revelle_out,ar_omega,dry_CO2,ER_pH_out,ER_H_out,ER_fCO2_out,ER_pCO2_out,ER_HCO3,ER_CO3,ER_CO2,ER_B_Alk,ER_OH-out,ER_P_Alk,ER_Si_Alk,ER_Revelle_out,ER_ar_omega,ER_dry_CO2
EXP4,Light,HCO3,4-HCO3-D2-2,2,306.042,2477.806603,177.9783927,2679.45,19,0,7.887,13,714.6,717.1044519,2292.8,161.2,23.8,61.5,2.7,0,0,12.845,3.85,732.7,0.025,0.744489542,46.21065564,46.36989193,14.74972176,7.454088241,1.537169481,3.336303362,0.190851429,0,0,0.312225628,0.25049038,47.37706049
EXP4,Light,HCO3,4-HCO3-D2-3,2,nan,2523.921827,193.7659836,2675.39,19,0,7.783,16.5,936.1,939.3524112,2362.1,130.6,31.2,49.9,2.2,0,0,14.346,3.12,959.8,0.077,2.937520979,186.4797911,187.1223778,48.8038157,20.44220372,6.21338161,7.954571662,0.393237695,0,0,1.109108559,0.508892951,191.1867344
EXP4,Light,HCO3,4-HCO3-D4-1,4,366.699,2451.278458,184.8857326,2656.1,19,0,7.896,12.7,692.2,694.6050918,2265.7,162.5,23.1,62.6,2.8,0,0,12.696,3.88,709.7,0.062,1.820890725,113.6443373,114.0359418,46.53370389,19.65563739,3.786206133,7.799809304,0.415323948,0,0,0.86205658,0.502119769,116.5128382
EXP4,Light,HCO3,4-HCO3-D4-2,4,nan,2453.864493,179.2282964,2671.15,19,0,7.919,12.1,656,658.2726498,2261.2,170.8,21.9,65.4,2.9,0,0,12.398,4.08,672.6,0.06,1.660522755,104.0966841,104.4553886,46.75751883,19.62047323,3.468044091,7.779855721,0.421273551,0,0,0.812412859,0.504612562,106.7241923
EXP4,Light,HCO3,4-HCO3-D4-3,4,347.399,2362.420058,187.7331042,2596.16,19,0,7.958,11,573.4,575.3648861,2164.3,179.1,19.1,70.6,3.2,0,0,11.783,4.28,587.9,0.064,1.630531894,98.90901667,99.24984509,52.31795641,21.80945152,3.295368803,8.879653834,0.493473477,0,0,0.836295571,0.556640763,101.4055828
EXP6,Light,Control,6-CON-D0-1,0,281.673,2089.366468,73.81741376,2241.06,16,0,7.869,13.5,623.3,625.5733841,1949.4,117.3,22.7,55.1,2,0,0,13.285,1.86119233,636.8,0.027,0.847175445,43.91170455,44.06884045,13.65070019,6.089725749,1.594179395,3.258168275,0.160986279,0,0,0.357198676,0.123155348,44.85784081
EXP6,Light,Control,6-CON-D0-2,0,234.728,2095.567717,83.98111348,2237.89,16,0,7.846,14.3,660.6,662.9255048,1959.7,111.9,24,52.6,1.9,0,0,13.612,1.775510841,674.8,0.017,0.570786365,29.64694887,29.75303903,6.520794435,3.469523122,1.07424814,2.205160261,0.123477517,0,0,0.200044302,0.093190038,30.28573193
EXP6,Light,Control,6-CON-D0-3,0,269.937,2096.355199,74.41899736,2240.88,16,0,7.851,14.1,652.6,654.9205224,1959.4,113.2,23.7,53.2,1.9,0,0,13.541,1.796137866,666.6,0.016,0.51692746,26.84841341,26.94448914,5.24192201,3.112948248,0.972246276,2.096224773,0.121254839,0,0,0.170505273,0.090951287,27.42689829
EXP6,Light,Control,6-CON-D2-1,2,nan,2060.647774,78.13821873,2243.28,16,0,7.941,11.5,516.2,518.0271316,1906.4,135.5,18.8,63.6,2.3,0,0,12.26,2.149970679,527.3,0.048,1.269416945,64.25388149,64.48381087,26.34509345,12.90059454,2.334757146,6.17150359,0.285043224,0,0,0.635865884,0.218593669,65.63831708
EXP6,Light,Control,6-CON-D2-2,2,286.074,2066.583448,79.67845113,2236.44,16,0,7.912,12.2,554.6,556.6199441,1918.7,127.7,20.2,60.1,2.2,0,0,12.649,2.026208529,566.6,0.043,1.215915763,62.86928758,63.09426226,25.79255091,10.63957512,2.284249347,5.317180791,0.244839744,0,0,0.587050319,0.185176334,64.22389025
EXP6,Light,Control,6-CON-D2-3,2,267.003,2068.997703,77.9611714,2244.38,16,0,7.924,11.9,539.6,541.5093815,1918.2,131.2,19.6,61.6,2.2,0,0,12.493,2.081742827,551.2,0.022,0.606791645,31.28257776,31.39452094,11.28000437,5.181498039,1.1349817,3.016672331,0.163887446,0,0,0.257370228,0.1198775,31.95660263
EXP6,Light,Control,6-CON-D4-1,4,333.02,2032.553719,75.86714082,2232.94,16,0,7.981,10.4,461.4,463.071149,1870,145.8,16.8,68.8,2.6,0,0,11.695,2.313400185,471.4,0.039,0.926100059,47.38787418,47.55744937,25.2125929,10.45981782,1.721569008,5.34352743,0.262944174,0,0,0.482613683,0.18897309,48.40890914
EXP6,Light,Control,6-CON-D4-2,4,334.487,2050.61991,89.34643109,2238.24,16,0,7.953,11.2,499.2,500.9674189,1894.2,138.3,18.1,65.1,2.4,0,0,12.09,2.194398117,509.9,0.054,1.374430916,70.87097113,71.12457944,34.75403024,14.18140555,2.575447426,6.962046815,0.319969833,0,0,0.714154774,0.237308804,72.39798075
EXP6,Light,Control,6-CON-D4-3,4,nan,2028.631136,76.34667164,2233.87,16,0,7.991,10.2,449.1,450.7225714,1863.5,148.8,16.3,70.2,2.6,0,0,11.561,2.361001011,458.8,0.038,0.896236649,45.79269268,45.9565596,25.29027852,10.52519336,1.663602311,5.384043684,0.267387807,0,0,0.471264959,0.190898507,46.77935734
EXP6,Light,CaO,6-CaO-D0-1,0,261.134,2062.042019,78.61500472,3174.53,16,0,8.913,1.2,35.7,35.78179908,1236.2,824.6,1.3,267.4,21.8,0,0,7.496,13.77185583,36.4,0.02,0.05517227,1.972361161,1.979419159,17.78086039,9.841929475,0.071546802,6.823968926,1.491974913,0,0,0.042296139,0.583662203,2.014858313
EXP6,Light,CaO,6-CaO-D0-2,0,271.404,2046.92285,81.36261182,3163.38,16,0,8.92,1.2,34.6,34.72337783,1219.2,826.5,1.3,269,22.2,0,0,7.508,13.80144421,35.3,0.018,0.048762437,1.554675192,1.560238521,9.014136114,7.753052715,0.056333602,6.520271071,1.450233955,0,0,0.038605432,0.577482802,1.588172743
EXP6,Light,CaO,6-CaO-D0-3,0,255.266,2049.293296,84.4618901,3151.97,16,0,8.91,1.2,35.8,35.94290609,1232.3,815.7,1.3,266.6,21.7,0,0,7.479,13.62368918,36.6,0.018,0.050027684,1.622744438,1.62855135,9.657645843,7.590477459,0.058803222,6.510510014,1.41777366,0,0,0.037592443,0.569756139,1.657708632
EXP6,Light,CaO,6-CaO-D4-4,2,269.937,2039.582681,84.3517828,3136.14,16,0,8.908,1.2,35.8,35.95676584,1228.2,810.1,1.3,266.2,21.6,0,0,7.468,13.51933112,36.6,0.025,0.070223428,2.813756317,2.823825207,31.44060054,14.61443944,0.102177256,7.673606447,1.652657169,0,0,0.052948047,0.597544478,2.874382451
EXP6,Light,CaO,6-CaO-D2-2,2,220.057,2043.883306,116.5297529,3119.47,16,0,8.892,1.3,37.8,37.93406874,1248.8,793.7,1.4,262.4,20.8,0,0,7.428,13.23627526,38.6,0.018,0.052496893,1.74394402,1.750184639,10.53803842,7.752914991,0.063202248,6.501792016,1.366323476,0,0,0.036459015,0.555581845,1.78151962
EXP6,Light,CaO,6-CaO-D2-3,2,218.59,2045.008371,77.56051556,3126.02,16,0,8.896,1.3,37.4,37.52879861,1245.5,798.1,1.4,263.3,21,0,0,7.438,13.31015246,38.2,0.018,0.0537978,1.822672399,1.829194743,12.35921261,8.969384039,0.066076437,6.599426811,1.395220465,0,0,0.038335475,0.56279074,1.861944307
EXP6,Light,CaO,6-CaO-D4-1,4,247.931,2038.005192,90.06753432,3143.03,16,0,8.915,1.2,35.1,35.1938972,1220.1,816.7,1.3,267.7,21.9,0,0,7.486,13.62207165,35.8,0.025,0.068850998,2.738830446,2.748631218,31.11038378,14.49570944,0.099455273,7.652142122,1.672327262,0,0,0.054269188,0.60105574,2.797842202
EXP6,Light,CaO,6-CaO-D4-2,4,275.805,2059.95552,75.32215778,3150.88,16,0,8.899,1.3,37.3,37.45572396,1251.4,807.2,1.4,264,21.1,0,0,7.455,13.46641572,38.1,0.033,0.09723695,4.270032843,4.285312948,50.53609774,22.18443065,0.155145869,9.355941386,1.953672776,0,0,0.068034761,0.64849242,4.362036397
EXP6,Light,CaO,6-CaO-D4-3,4,253.799,2045.878788,67.61012388,3153.01,16,0,8.914,1.2,35.3,35.41340667,1225.6,819,1.3,267.6,21.9,0,0,7.488,13.66643268,36,0.024,0.0672433,2.659860388,2.669378569,29.7301717,13.99050312,0.096580083,7.546169622,1.646853357,0,0,0.052623836,0.599713142,2.717170629
EXP7,Light,Control,7-CON-D0-1,0,297.811,2120.983774,108.6427128,2230.95,16,0,7.761,17.3,817.6,820.5021979,1997.4,93.9,29.7,44.3,1.5,0,0,14.807,1.48990588,835.2,0.034,1.357120328,70.72181933,70.97489391,15.1778155,6.493633409,2.568628994,3.286613756,0.145172524,0,0,0.467415923,0.118547597,72.24561527
EXP7,Light,Control,7-CON-D0-2,0,nan,2129.531945,109.7386801,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01,969.5056448,422.6488113,424.1612394,1.297050247,7.65E-05,13.44050467,0.000916838,3.88E-05,0,0,0.000640375,1.44E-06,431.7553437
EXP7,Light,Control,7-CON-D0-3,0,294.876,2122.386699,103.666195,2228.88,16,0,7.752,17.7,836.6,839.5946463,2000,92,30.4,43.4,1.5,0,0,14.933,1.45975869,854.6,0.036,1.448164146,75.52029737,75.79054307,15.83438734,6.666527533,2.743104748,3.359374492,0.146410265,0,0,0.486244076,0.120103526,77.14748292
EXP7,Light,Control,7-CON-D2-1,2,277.272,2149.011365,100.6688639,2241.57,16,0,7.712,19.4,931.5,934.8205187,2030,85.1,33.9,39.9,1.4,0,0,15.488,1.350276788,951.6,0.073,3.274453173,171.9302503,172.5454943,31.94082539,12.97786011,6.248755604,6.190819188,0.242313958,0,0,0.946299786,0.207515674,175.6347168
EXP7,Light,Control,7-CON-D2-2,2,261.134,2149.80947,106.4578131,2243.18,16,0,7.714,19.3,927,930.2830741,2030.5,85.6,33.7,40.1,1.4,0,0,15.462,1.358210259,946.9,0.126,5.623201129,295.3472723,296.4041581,55.76228344,22.53776198,10.73566641,10.64198063,0.407767794,0,0,1.632222655,0.350830005,301.7109233
EXP7,Light,Control,7-CON-D2-3,2,272.871,2117.096591,107.743886,2235.54,16,0,7.784,16.4,773.4,776.172451,1990.4,98.6,28.1,46.4,1.6,0,0,14.497,1.564480509,790.1,0.044,1.664847053,86.91733417,87.22836361,21.23217684,8.780014104,3.157966904,4.332665969,0.184854768,0,0,0.614908472,0.150666124,88.79008408
EXP7,Light,Control,7-CON-D4-1,4,297.811,2105.437797,114.0813687,2240.53,16,0,7.827,14.9,693.9,696.348666,1972.3,107.9,25.2,50.7,1.8,0,0,13.885,1.712043072,708.8,0.037,1.2788461,66.62380105,66.86221107,18.85991978,7.996056993,2.420182999,4.016297148,0.180245393,0,0,0.52042174,0.143180207,68.05929972
EXP7,Light,Control,7-CON-D4-2,4,297.811,2090.939789,118.5202613,2238.22,16,0,7.858,13.9,639.9,642.1729461,1953,114.7,23.3,53.9,1.9,0,0,13.433,1.81993828,653.7,0.033,1.057037841,54.94887777,55.14550965,17.46640978,7.382685733,1.995727576,3.802344954,0.177953996,0,0,0.45264802,0.137795265,56.13282464
EXP7,Light,Control,7-CON-D4-3,4,303.679,2099.068295,108.655022,2240.41,16,0,7.843,14.4,666,668.3484301,1963.5,111.4,24.2,52.3,1.9,0,0,13.655,1.76757737,680.3,0.034,1.117722115,58.24011041,58.4485198,17.49206538,7.381164353,2.115330715,3.776716122,0.174417338,0,0,0.466406225,0.136502702,59.49497128
EXP7,Light,CaO,7-CaO-D0-1,0,280.206,2079.586496,112.617372,2783.38,16,0,8.598,2.5,93.6,93.885431,1569.6,506.6,3.4,190,10.6,0,0,7.344,8.247348164,95.6,0.022,0.129676161,6.08187254,6.103636224,24.50242938,11.52512902,0.22074727,6.636845786,0.772731097,0,0,0.043487259,0.3889447,6.212914597
EXP7,Light,CaO,7-CaO-D0-2,0,284.607,2090.770302,112.990345,2760.16,16,0,8.566,2.7,103.1,103.4643809,1605.8,481.2,3.7,182.1,9.8,0,0,7.419,7.834180386,105.3,0.02,0.125727137,5.809833387,5.830623592,18.93907941,9.418585103,0.21076622,6.072991387,0.683341362,0,0,0.040790086,0.359369235,5.935013997
EXP7,Light,CaO,7-CaO-D0-3,0,312.481,2085.230541,119.4979232,2755.09,16,0,8.567,2.7,102.4,102.7431778,1600.3,481.2,3.7,182.5,9.8,0,0,7.412,7.834101242,104.6,0.021,0.13328831,6.263416658,6.285829989,21.97845941,10.54165193,0.227291498,6.330721786,0.705369588,0,0,0.045955055,0.366664221,6.398370325
EXP7,Light,CaO,7-CaO-D2-1,2,255.266,2109.055824,102.8567436,2761.21,16,0,8.547,2.8,109.7,110.1121217,1635.8,469.2,4,177.5,9.4,0,0,7.48,7.636258938,112.1,0.02,0.131394641,6.167425087,6.189494916,18.79064735,9.388743087,0.22373642,6.002813242,0.654420481,0,0,0.043747202,0.35169566,6.300310488
EXP7,Light,CaO,7-CaO-D2-2,2,269.937,2076.8863,116.563052,2733.09,16,0,8.557,2.8,105,105.4056657,1602.6,470.5,3.8,180,9.6,0,0,7.431,7.654844224,107.3,0.02,0.127595199,5.866995317,5.887990073,18.41372904,9.259737422,0.212832184,6.010292428,0.667749925,0,0,0.041634113,0.351661843,5.993407557
EXP7,Light,CaO,7-CaO-D2-3,2,nan,2078.588173,102.9229594,2739.09,16,0,8.56,2.8,104.1,104.453398,1601,473.8,3.8,180.8,9.7,0,0,7.423,7.707996565,106.3,0.021,0.130530963,6.064018735,6.08571853,20.05501582,9.8052117,0.22001642,6.147330272,0.682436451,0,0,0.04396064,0.357197454,6.194676108
EXP7,Light,CaO,7-CaO-D4-1,4,287.541,2074.771651,106.9281483,2739.49,16,0,8.565,2.7,102.6,102.9348374,1594.3,476.8,3.7,181.9,9.8,0,0,7.41,7.758665518,104.8,0.03,0.185485871,9.294422711,9.327682349,38.34530862,16.73010759,0.337601025,8.034804917,0.83915079,0,0,0.077124753,0.414961266,9.494683447
EXP7,Light,CaO,7-CaO-D4-2,4,nan,2075.42823,113.5492,2743.5,16,0,8.568,2.7,101.8,102.143447,1592.4,479.3,3.7,182.6,9.8,0,0,7.404,7.79925175,104,0.021,0.12964317,6.013396898,6.034915545,20.57972275,10.03729596,0.218191253,6.217261863,0.697255243,0,0,0.043553606,0.362126999,6.142963556
EXP7,Light,CaO,7-CaO-D4-3,4,299.278,2065.173288,114.8269075,2734.22,16,0,8.571,2.7,100.4,100.7889627,1582,479.5,3.7,183.3,9.9,0,0,7.389,7.801958565,102.6,0.022,0.137650741,6.458028037,6.481137775,23.53005773,11.33815852,0.234392227,6.513325295,0.72457724,0,0,0.048470223,0.37114944,6.597174866
EXP8,Light,Control,8-CON-D0-1,0,241.071,2177.196365,112.8946649,2254.29,14.5,0,7.687,20.5,991.1,994.7411745,2062.3,77.2,37.7,36.5,1.1,0,0,16.166,1.224927944,1010.9,0.047,2.212759332,115.8383727,116.26087,18.37636123,7.614715931,4.403797977,3.719346925,0.138675991,0,0,0.571568776,0.127649246,118.1479416
EXP8,Light,Control,8-CON-D0-2,0,234.156,2158.207701,113.7032207,2257.99,14.5,0,7.753,17.7,842.2,845.2939179,2037.5,88.7,32,41.9,1.3,0,0,15.347,1.40739778,859,0.033,1.348177773,70.55384074,70.81117176,14.10774388,6.024767569,2.681128002,3.065154638,0.127245887,0,0,0.454005828,0.110006157,71.9605331
EXP8,Light,Control,8-CON-D0-3,0,233.184,2199.889787,117.0541447,2255.1,14.5,0,7.621,23.9,1169.8,1174.048112,2088.3,67.1,44.5,31.7,1,0,0,16.839,1.064671827,1193.1,0.108,5.941155819,311.6452096,312.7818732,38.18284853,15.43510222,11.85187844,7.33733637,0.245497693,0,0,0.948862205,0.240321369,317.8587471
EXP8,Light,Control,8-CON-D2-1,2,265.195,2257.209046,105.2160122,2253.53,14.5,0,7.434,36.8,1845,1851.680743,2142.3,44.7,70.2,21.2,0.6,0,0,17.287,0.70925232,1881.7,0.054,4.605205149,241.4664276,242.3471281,13.34755171,5.470799376,9.180572821,2.594638973,0.08704906,0,0,0.402249062,0.088976455,246.2807506
EXP8,Light,Control,8-CON-D2-2,2,268.226,2247.200028,104.8132049,2251.9,14.5,0,7.461,34.6,1728.6,1734.925183,2134.1,47.4,65.7,22.4,0.7,0,0,17.373,0.752093064,1763.1,0.033,2.609678373,135.936206,136.4320061,8.401463362,3.621708853,5.165146573,1.731678441,0.064539431,0,0,0.340092567,0.06402526,138.6464825
EXP8,Light,Control,8-CON-D2-3,2,262.164,2249.136925,106.3798392,2247.21,14.5,0,7.439,36.4,1816.1,1822.740454,2134.9,45.1,69.1,21.4,0.6,0,0,17.302,0.715599097,1852.3,0.031,2.5950205,134.6052049,135.0961504,7.652859849,3.321459668,5.113957043,1.584258257,0.059516625,0,0,0.350346652,0.059298422,137.2889442
EXP8,Light,Control,8-CON-D4-1,4,nan,2194.280098,108.8016518,2250.85,14.5,0,7.625,23.7,1155,1159.219182,2082.8,67.6,43.9,32,1,0,0,16.795,1.072605298,1178,0.192,10.50097067,549.7860303,551.7912649,68.84450862,27.70181135,20.90957795,13.15227903,0.43393149,0,0,1.694329392,0.425986219,560.7475854
EXP8,Light,Control,8-CON-D4-2,4,292.472,2146.904203,108.8953472,2249.29,14.5,0,7.761,17.4,822.2,825.2086458,2025.9,89.8,31.3,42.6,1.3,0,0,15.225,1.424851417,838.6,0.037,1.488400572,77.03136547,77.31232197,15.36075797,6.919977818,2.927776485,3.454505092,0.139637043,0,0,0.509680375,0.122073653,78.56720579
EXP8,Light,Control,8-CON-D4-3,4,289.441,2169.971697,104.6519525,2258.63,14.5,0,7.721,19,912.7,916.077478,2052.3,83,34.7,39.2,1.2,0,0,15.765,1.316956209,930.9,0.03,1.330084041,69.71154712,69.96580605,12.09550522,5.240183499,2.648666141,2.680357968,0.112397038,0,0,0.409803117,0.097919659,71.10144595
EXP8,Light,CaO,8-CaO-D0-1,0,239.531,2133.26654,118.8231432,2878.35,14.5,0,8.646,2.3,84,84.30093087,1589.2,540.8,3.2,197.3,10.2,0,0,7.354,8.781963327,85.7,0.02,0.102732524,4.481562039,4.49790764,16.00115413,8.829042175,0.170093985,6.280954342,0.769750955,0,0,0.029352994,0.390938149,4.57091478
EXP8,Light,CaO,8-CaO-D0-2,0,244.822,2127.983332,112.5516354,2864.07,14.5,0,8.64,2.3,85.3,85.64552015,1591.1,533.6,3.2,195.7,10,0,0,7.36,8.665249667,87,0.019,0.100851355,4.322064101,4.337827965,13.57985822,8.169332377,0.164002846,6.13444654,0.749789076,0,0,0.027658989,0.382935405,4.408236795
EXP8,Light,CaO,8-CaO-D0-3,0,nan,2148.458381,106.1195672,2865.62,14.5,0,8.62,2.4,91.2,91.5812988,1624.7,520.3,3.5,190.7,9.6,0,0,7.408,8.449849102,93.1,0.022,0.119752177,5.556380463,5.57664625,21.54397263,10.63469321,0.210989893,6.566077361,0.750883923,0,0,0.038859579,0.388611251,5.66716278
EXP8,Light,CaO,8-CaO-D2-1,2,260.649,2125.041247,108.5246147,2853.34,14.5,0,8.634,2.3,86.7,86.98800593,1594.3,527.5,3.3,194.2,9.9,0,0,7.367,8.563427373,88.4,0.02,0.105916272,4.643019808,4.659954294,16.10708759,8.820943938,0.17622492,6.2443032,0.749098732,0,0,0.030594954,0.382393203,4.735591671
EXP8,Light,CaO,8-CaO-D2-2,2,260.649,2128.867082,112.3632534,2850.42,14.5,0,8.627,2.4,88.4,88.7721574,1603,522.5,3.4,192.6,9.8,0,0,7.381,8.4798857,90.2,0.02,0.110636171,4.929064681,4.947042459,17.56246367,9.508703762,0.187111064,6.334084412,0.746017727,0,0,0.033005837,0.383121865,5.027339666
EXP8,Light,CaO,8-CaO-D2-3,2,nan,2139.118402,113.3252668,2836.73,14.5,0,8.605,2.5,94.7,95.09094278,1630.7,504.8,3.6,187.1,9.3,0,0,7.432,8.191997371,96.6,0.019,0.107989275,4.724574764,4.741806706,12.9451275,7.780841942,0.179263186,5.968444368,0.689781429,0,0,0.029111716,0.362530973,4.818772659
EXP8,Light,CaO,8-CaO-D4-1,4,292.472,2161.721418,114.3355382,2812.63,14.5,0,8.56,2.8,108.8,109.1885296,1687,470.5,4.1,176.2,8.3,0,0,7.56,7.636095043,111,0.024,0.151542981,7.413222227,7.440260473,25.26528147,12.51291596,0.281589534,6.775627799,0.68237662,0,0,0.059900032,0.372142945,7.561025989
EXP8,Light,CaO,8-CaO-D4-2,4,nan,2135.858909,112.9179411,2821.87,14.5,0,8.595,2.5,97.1,97.50067133,1636.4,495.8,3.7,184.9,9.1,0,0,7.45,8.047608741,99.1,0.022,0.125719311,5.851494851,5.872837008,20.86205767,10.31916528,0.22218832,6.441782845,0.708636966,0,0,0.042373154,0.371491462,5.968161116
EXP8,Light,CaO,8-CaO-D4-3,4,278.833,2129.76602,107.4144069,2855.16,14.5,0,8.63,2.3,87.7,88.03798626,1600.9,525.5,3.3,193.4,9.8,0,0,7.376,8.529297684,89.5,0.022,0.119203137,5.500599094,5.520661429,22.6790892,11.0482522,0.208890781,6.687394035,0.775863678,0,0,0.038675769,0.394493642,5.61026925
